City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Condition
272,Nhulunbuy,-12.2333,136.7667,93.81,46,20,8.05,AU,12/13/2021 1:33,few clouds
273,Nanga Eboko,4.6833,12.3667,67.55,76,92,2.42,CM,12/13/2021 1:33,overcast clouds
274,Conceicao Do Rio Verde,-21.8808,-45.0853,68.04,91,89,2.53,BR,12/13/2021 1:33,overcast clouds
275,Bose,45.4612,8.0137,41.95,66,8,3.4,IT,12/13/2021 1:33,clear sky
276,Srednekolymsk,67.45,153.6833,-33.9,95,100,2.46,RU,12/13/2021 1:33,overcast clouds
277,Pipar,26.3856,73.5378,56.62,50,83,8.25,IN,12/13/2021 1:33,broken clouds
278,Kidal,18.4411,1.4078,69.51,11,26,6.67,ML,12/13/2021 1:33,scattered clouds
279,Ahipara,-35.1667,173.1667,68.52,95,100,7.34,NZ,12/13/2021 1:33,light rain
280,Vysokogornyy,50.1167,139.15,11.32,87,100,8.19,RU,12/13/2021 1:33,overcast clouds
281,Shubarshi,48.5872,57.1869,14.43,80,3,11.81,KZ,12/13/2021 1:33,clear sky
282,Mathathane,-22.2687,28.7495,80.83,46,100,13.24,BW,12/13/2021 1:33,overcast clouds
283,Ustyuzhna,58.8394,36.4321,30.83,97,100,10.85,RU,12/13/2021 1:33,light snow
284,Aklavik,68.2191,-135.0107,-3.28,90,100,20.85,CA,12/13/2021 1:33,overcast clouds
285,Pyaozerskiy,65.8333,31.1667,19.85,97,99,3.89,RU,12/13/2021 1:33,overcast clouds
286,La Romana,18.4273,-68.9728,80.33,88,20,0,DO,12/13/2021 1:33,few clouds
287,Pleshanovo,52.8333,53.4833,8.04,93,11,1.72,RU,12/13/2021 1:33,few clouds
288,Kaeo,-35.1,173.7833,72.32,94,100,6.46,NZ,12/13/2021 1:33,light rain
289,Dingli,35.8614,14.3822,52.81,81,20,8.05,MT,12/13/2021 1:33,few clouds
290,Bardiyah,31.7561,25.0865,59.07,79,0,7.94,LY,12/13/2021 1:33,clear sky
291,La Libertad,-2.2333,-80.9,71.01,83,97,7.85,EC,12/13/2021 1:33,overcast clouds
292,Marovoay,-16.1,46.6333,78.94,74,100,4.05,MG,12/13/2021 1:33,overcast clouds
293,Mangan,27.5167,88.5333,59.67,38,0,3.09,IN,12/13/2021 1:33,clear sky
294,Severnyy-Kospashskiy,59.0925,57.8008,0.05,98,100,2.71,RU,12/13/2021 1:33,overcast clouds
295,Sanchursk,56.9413,47.2499,11.28,89,87,7.72,RU,12/13/2021 1:33,overcast clouds
296,Kavieng,-2.5744,150.7967,84.49,73,96,8.68,PG,12/13/2021 1:33,light rain
297,Inegol,40.0781,29.5133,55.2,93,100,2.42,TR,12/13/2021 1:33,light rain
298,Brae,60.3964,-1.353,49.91,92,100,31.74,GB,12/13/2021 1:33,overcast clouds
299,Ahuimanu,21.4447,-157.8378,83.91,66,20,16.11,US,12/13/2021 1:33,few clouds
300,Carballo,43.213,-8.691,53.02,96,23,4.83,ES,12/13/2021 1:33,few clouds
301,Oktyabrskoye,43.0645,44.7417,28.54,100,40,2.24,RU,12/13/2021 1:33,scattered clouds
302,Altus,34.6381,-99.334,54.16,27,1,11.5,US,12/13/2021 1:33,clear sky
303,Valparaiso,-33.0393,-71.6273,60.44,63,0,10.36,CL,12/13/2021 1:32,clear sky
304,Dingle,10.9995,122.6711,82.69,79,31,13.13,PH,12/13/2021 1:33,scattered clouds
305,Sorland,67.667,12.6934,38.01,97,100,21.52,NO,12/13/2021 1:33,overcast clouds
306,La Macarena,2.1837,-73.7849,74.84,72,75,3.29,CO,12/13/2021 1:33,broken clouds
307,Mocuba,-16.8392,36.9856,76.03,68,9,4.45,MZ,12/13/2021 1:33,clear sky
308,Manaus,-3.1019,-60.025,75.7,100,40,2.3,BR,12/13/2021 1:33,scattered clouds
309,Xihe,31.6864,113.4659,47.25,68,0,3.49,CN,12/13/2021 1:33,clear sky
310,Tieling,42.2931,123.8414,24.24,31,0,12.93,CN,12/13/2021 1:33,clear sky
311,Esperance,-33.8667,121.9,64.24,44,76,3.27,AU,12/13/2021 1:33,broken clouds
312,Leningradskiy,69.3833,178.4167,-30.87,90,3,3.94,RU,12/13/2021 1:33,clear sky
313,Holme,56.1138,10.1725,43.65,95,80,4.94,DK,12/13/2021 1:33,broken clouds
314,Linqiong,30.4159,103.4609,49.82,76,100,2.64,CN,12/13/2021 1:33,overcast clouds
315,Lagoa,39.05,-27.9833,57.9,50,100,16.04,PT,12/13/2021 1:34,overcast clouds
316,Pisco,-13.7,-76.2167,66.02,94,0,14.97,PE,12/13/2021 1:34,clear sky
317,Flinders,-34.5833,150.8552,75.79,64,3,8.12,AU,12/13/2021 1:34,clear sky
318,Bruck An Der Leitha,48.0167,16.7667,41.5,86,90,5.75,AT,12/13/2021 1:34,overcast clouds
319,Yagodnoye,62.55,149.6667,-9.44,99,100,5.19,RU,12/13/2021 1:34,light snow
320,Longyearbyen,78.2186,15.6401,31.84,80,75,14.97,SJ,12/13/2021 1:34,broken clouds
321,Maicao,11.3832,-72.2432,74.39,85,100,2.01,CO,12/13/2021 1:34,overcast clouds
322,Pitimbu,-7.4706,-34.8086,79.39,78,52,11.79,BR,12/13/2021 1:34,broken clouds
323,Codrington,-38.2667,141.9667,80.13,37,94,19.28,AU,12/13/2021 1:34,overcast clouds
324,Kruisfontein,-34.0033,24.7314,67.89,98,100,6.58,ZA,12/13/2021 1:34,light rain
325,Voh,-20.9667,164.7,76.14,95,100,4.07,NC,12/13/2021 1:34,moderate rain
326,Saint-Pierre,-21.3393,55.4781,76.68,69,0,13.8,RE,12/13/2021 1:34,clear sky
327,La Grande,45.3246,-118.0877,37.36,92,100,5.59,US,12/13/2021 1:34,overcast clouds
328,Vila Velha,-20.3297,-40.2925,78.75,84,20,8.99,BR,12/13/2021 1:34,few clouds
329,Ajdabiya,30.7554,20.2263,57.54,72,27,6.46,LY,12/13/2021 1:34,scattered clouds
330,Landau,49.2075,8.1133,43.77,91,100,3.89,DE,12/13/2021 1:34,overcast clouds
331,Tecoanapa,16.5167,-98.75,79.16,75,0,5.79,MX,12/13/2021 1:34,clear sky
332,Inta,66.0317,60.1659,6.49,94,96,7.74,RU,12/13/2021 1:34,overcast clouds
333,Chara,56.9064,118.2631,-8.68,90,100,1.59,RU,12/13/2021 1:34,overcast clouds
334,Ust-Kuyga,70.0167,135.6,-34.69,100,100,1.72,RU,12/13/2021 1:34,overcast clouds
335,Gravdal,68.1214,13.5031,35.2,77,68,11.32,NO,12/13/2021 1:34,broken clouds
336,Kuminskiy,58.6667,66.5667,12.07,87,72,6.91,RU,12/13/2021 1:34,broken clouds
337,Gewane,10.1664,40.6453,69.58,68,37,4.61,ET,12/13/2021 1:34,scattered clouds
338,Abnub,27.2696,31.1511,59.22,45,100,5.53,EG,12/13/2021 1:34,overcast clouds
339,Aguililla,18.7333,-102.7333,66.72,77,5,4.54,MX,12/13/2021 1:34,clear sky
340,Bowen,-20.0167,148.2333,86.22,53,8,18.01,AU,12/13/2021 1:34,clear sky
341,Sao Joao Da Barra,-21.6403,-41.0511,76.1,91,100,16.55,BR,12/13/2021 1:34,overcast clouds
342,College,64.8569,-147.8028,-12.8,65,90,3.44,US,12/13/2021 1:34,light snow
343,Halifax,44.6453,-63.5724,37.42,66,0,4,CA,12/13/2021 1:33,clear sky
344,Yatou,37.15,122.3833,36.34,45,20,9.28,CN,12/13/2021 1:34,few clouds
345,Ilulissat,69.2167,-51.1,19.42,63,75,12.66,GL,12/13/2021 1:34,broken clouds
346,Rabat,33.9911,-6.8401,60.04,100,0,0,MA,12/13/2021 1:34,mist
347,Venado Tuerto,-33.7456,-61.9688,67.77,95,4,5.97,AR,12/13/2021 1:34,clear sky
348,La Reforma,25.0833,-108.05,73.69,82,65,4.85,MX,12/13/2021 1:34,broken clouds
349,Samarai,-10.6167,150.6667,85.42,71,100,11.79,PG,12/13/2021 1:34,overcast clouds
350,Luanda,-8.8368,13.2343,77,88,40,0,AO,12/13/2021 1:34,heavy intensity rain
351,Angoche,-16.2325,39.9086,74.95,87,0,6.93,MZ,12/13/2021 1:34,clear sky
352,Dumas,35.8656,-101.9732,56.53,8,1,16.11,US,12/13/2021 1:34,clear sky
353,Grindavik,63.8424,-22.4338,39.9,87,75,16.11,IS,12/13/2021 1:34,broken clouds
354,Huhi,20.7167,-89.1667,78.94,73,11,7.27,MX,12/13/2021 1:34,few clouds
355,Hami,42.8,93.45,22.23,44,15,3.27,CN,12/13/2021 1:34,few clouds
356,Lar,26.2039,83.9717,58.66,51,0,1.79,IN,12/13/2021 1:34,clear sky
357,Saint-Leu,-21.15,55.2833,76.06,74,10,7.02,RE,12/13/2021 1:34,clear sky
358,Darhan,49.4867,105.9228,2.68,93,11,1.36,MN,12/13/2021 1:34,few clouds
359,Sechura,-5.5569,-80.8222,70.2,74,27,12.24,PE,12/13/2021 1:29,scattered clouds
360,Dongsheng,39.8161,109.9776,20.84,54,0,10.56,CN,12/13/2021 1:34,clear sky
361,Salinopolis,-0.6136,-47.3561,81.16,80,33,11.43,BR,12/13/2021 1:33,scattered clouds
362,Nzega,-2.479,29.5564,54.46,87,100,3.31,RW,12/13/2021 1:35,overcast clouds
363,Centerville,39.6284,-84.1594,39.74,66,1,6.91,US,12/13/2021 1:31,clear sky
364,Frei Paulo,-10.5494,-37.5344,71.87,89,76,6.93,BR,12/13/2021 1:35,broken clouds
365,Darnah,32.767,22.6367,57.56,75,6,9.8,LY,12/13/2021 1:35,clear sky
366,Atar,20.5169,-13.0499,69.51,17,99,7.94,MR,12/13/2021 1:35,overcast clouds
367,Tuatapere,-46.1333,167.6833,63.82,52,87,7.2,NZ,12/13/2021 1:35,overcast clouds
368,Marsh Harbour,26.5412,-77.0636,76.37,76,4,11.86,BS,12/13/2021 1:35,clear sky
369,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,69,0,4.47,RU,12/13/2021 1:31,clear sky
370,Klaksvik,62.2266,-6.589,38.32,97,100,15.77,FO,12/13/2021 1:35,overcast clouds
371,Fort Nelson,58.8053,-122.7002,-0.81,85,75,5.75,CA,12/13/2021 1:35,light snow
372,Taltal,-25.4,-70.4833,62.69,79,0,3.85,CL,12/13/2021 1:35,clear sky
373,Puerto Baquerizo Moreno,-0.9,-89.6,68.83,92,83,8.23,EC,12/13/2021 1:33,broken clouds
374,Half Moon Bay,37.4636,-122.4286,55.15,93,90,7,US,12/13/2021 1:35,mist
375,Havre-Saint-Pierre,50.2334,-63.5986,32,59,40,32.21,CA,12/13/2021 1:35,scattered clouds
376,San Patricio,28.017,-97.5169,62.46,68,0,5.44,US,12/13/2021 1:35,clear sky
377,Alexandria,31.2156,29.9553,59.54,77,40,4.61,EG,12/13/2021 1:35,scattered clouds
378,Khilok,51.3674,110.4676,14.5,74,93,3.2,RU,12/13/2021 1:35,overcast clouds
379,Xining,36.6167,101.7667,24.49,26,0,1.95,CN,12/13/2021 1:35,clear sky
380,Maputo,-25.9653,32.5892,78.48,89,75,4,MZ,12/13/2021 1:35,broken clouds
381,Marzuq,14.4,46.4667,53.26,57,1,3.74,YE,12/13/2021 1:35,clear sky
382,Berdigestyakh,62.0989,126.6992,-11.69,98,100,4.25,RU,12/13/2021 1:35,overcast clouds
383,Nome,64.5011,-165.4064,-14.73,65,1,0,US,12/13/2021 1:33,clear sky
384,Sidney,-33.8679,151.2073,78.62,58,1,5.99,AU,12/13/2021 1:32,clear sky
385,Nongstoin,25.5167,91.2667,53.69,41,0,2.73,IN,12/13/2021 1:35,clear sky
386,Faya,18.3851,42.4509,44.71,45,0,3.09,SA,12/13/2021 1:35,clear sky
387,Miquelon,47.0975,-56.3814,39.27,71,100,39.37,PM,12/13/2021 1:35,overcast clouds
388,Le Port,-20.9373,55.2919,77,77,17,3.69,RE,12/13/2021 1:35,few clouds
389,Saint-Joseph,-21.3667,55.6167,75.58,73,17,12.12,RE,12/13/2021 1:35,few clouds
390,Port Hardy,50.6996,-127.4199,37.76,93,75,5.75,CA,12/13/2021 1:35,broken clouds
391,Araouane,18.9048,-3.5265,68.92,10,61,9.78,ML,12/13/2021 1:35,broken clouds
392,Nelson Bay,-32.7167,152.15,78.3,60,20,4,AU,12/13/2021 1:35,few clouds
393,Ocean City,39.2776,-74.5746,44.98,70,0,4,US,12/13/2021 1:35,clear sky
394,Urumqi,43.801,87.6005,4.15,85,0,2.24,CN,12/13/2021 1:35,clear sky
395,Charters Towers,-20.1,146.2667,90.95,34,5,9.53,AU,12/13/2021 1:36,clear sky
396,Pingshan,22.9938,114.7131,63.9,59,0,6.69,CN,12/13/2021 1:36,clear sky
397,Anito,12.4497,125.2886,79.54,90,98,14.97,PH,12/13/2021 1:36,light rain
398,Limoges,45.75,1.3333,39.76,100,99,4.61,FR,12/13/2021 1:36,fog
399,Edd,13.9297,41.6925,78.17,56,0,15.7,ER,12/13/2021 1:36,clear sky
400,Walvis Bay,-22.9575,14.5053,61.09,94,5,10.36,NA,12/13/2021 1:36,clear sky
401,Belmonte,-15.8631,-38.8828,77.5,88,77,7.74,BR,12/13/2021 1:36,broken clouds
402,Trapani,37.8333,12.6667,51.89,71,40,8.05,IT,12/13/2021 1:32,scattered clouds
403,Hailar,49.2,119.7,10.62,84,61,12.03,CN,12/13/2021 1:36,broken clouds
404,Camacupa,-12.0167,17.4833,60.93,97,88,2.06,AO,12/13/2021 1:36,light rain
405,Dondo,-19.6094,34.7431,78.31,96,18,2.59,MZ,12/13/2021 1:36,few clouds
406,Paldiski,59.3567,24.0531,34.86,95,90,8.43,EE,12/13/2021 1:36,overcast clouds
407,Mwinilunga,-11.7358,24.4293,61.25,97,62,4.27,ZM,12/13/2021 1:36,broken clouds
408,Quelimane,-17.8786,36.8883,80.55,74,0,8.05,MZ,12/13/2021 1:36,clear sky
409,Margate,51.3813,1.3862,53.31,78,100,3,GB,12/13/2021 1:36,overcast clouds
410,Tautira,-17.7333,-149.15,84.22,78,59,10.22,PF,12/13/2021 1:36,light rain
411,Weligama,5.9667,80.4167,77.74,81,100,5.7,LK,12/13/2021 1:37,overcast clouds
412,Dicabisagan,17.0818,122.4157,75.33,78,100,10.27,PH,12/13/2021 1:37,overcast clouds
413,Bubaque,11.2833,-15.8333,80.92,71,7,12.64,GW,12/13/2021 1:37,clear sky
414,Shitanjing,39.2342,106.3439,24.82,24,0,2.55,CN,12/13/2021 1:37,clear sky
415,Luganville,-15.5333,167.1667,81.59,86,100,13.91,VU,12/13/2021 1:37,overcast clouds
416,Charagua,-19.8,-63.2167,72.97,85,100,6.44,BO,12/13/2021 1:37,overcast clouds
417,Westport,41.1415,-73.3579,46.22,52,1,1.01,US,12/13/2021 1:32,clear sky
418,Siavonga,-16.5382,28.7088,77.22,43,16,3.74,ZM,12/13/2021 1:37,few clouds
419,Husavik,66.0449,-17.3389,39.11,80,98,14.12,IS,12/13/2021 1:37,overcast clouds
420,Pavilosta,56.8879,21.1859,31.95,72,100,4.9,LV,12/13/2021 1:37,overcast clouds
421,Linares,-35.85,-71.6,52.95,55,3,8.34,CL,12/13/2021 1:37,clear sky
422,Indi,17.1667,75.9667,71.28,61,100,10,IN,12/13/2021 1:37,overcast clouds
423,Vestmannaeyjar,63.4427,-20.2734,43.3,73,100,16.35,IS,12/13/2021 1:37,light rain
424,Merano,46.6682,11.1595,46.72,88,92,7.07,IT,12/13/2021 1:37,overcast clouds
425,Ambatofinandrahana,-20.55,46.8,56.59,92,0,3.71,MG,12/13/2021 1:37,clear sky
426,Funadhoo,6.15,73.2667,81.59,79,100,12.66,MV,12/13/2021 1:37,overcast clouds
427,Secunda,-26.55,29.1667,61.32,99,100,1.01,ZA,12/13/2021 1:37,heavy intensity rain
428,Ketchikan,55.3422,-131.6461,27.07,80,40,0,US,12/13/2021 1:37,scattered clouds
429,Chepareria,1.3077,35.2039,58.64,74,93,4.76,KE,12/13/2021 1:37,overcast clouds
430,Makakilo City,21.3469,-158.0858,82.72,59,1,8.05,US,12/13/2021 1:37,clear sky
431,Bartlesville,36.7473,-95.9808,50.56,44,1,10.36,US,12/13/2021 1:37,clear sky
432,At-Bashi,41.1702,75.8106,5.7,72,100,2.15,KG,12/13/2021 1:37,overcast clouds
433,Znamenskoye,57.1281,73.8282,13.51,94,100,6.78,RU,12/13/2021 1:37,light snow
434,Batagay-Alyta,67.8006,130.4114,-35.52,98,82,4.94,RU,12/13/2021 1:37,broken clouds
435,Sambava,-14.2667,50.1667,74.86,83,41,7.83,MG,12/13/2021 1:37,light rain
436,Segezha,63.7415,34.3222,18.95,96,95,5.12,RU,12/13/2021 1:37,overcast clouds
437,Rio Bueno,-40.3167,-72.9667,53.74,78,100,1.99,CL,12/13/2021 1:37,overcast clouds
438,Dryden,49.7833,-92.7503,30.49,74,90,5.75,CA,12/13/2021 1:37,overcast clouds
439,Kattivakkam,13.2167,80.3167,80.08,88,99,15.64,IN,12/13/2021 1:37,overcast clouds
440,Trelew,-43.249,-65.3051,57.27,68,100,7.29,AR,12/13/2021 1:36,overcast clouds
441,Waingapu,-9.6567,120.2641,86.07,68,46,4.36,ID,12/13/2021 1:37,scattered clouds
442,Kyabe,9.4515,18.9449,77.31,29,91,4.14,TD,12/13/2021 1:37,overcast clouds
443,Chabahar,25.2919,60.643,70.09,49,60,6.33,IR,12/13/2021 1:37,broken clouds
444,Pochutla,15.7432,-96.4661,80.82,88,18,3.78,MX,12/13/2021 1:37,few clouds
445,Pontypool,51.7011,-3.0444,52.65,91,100,15.99,GB,12/13/2021 1:34,overcast clouds
446,Ngaoundere,7.3167,13.5833,66.45,27,67,3.91,CM,12/13/2021 1:37,broken clouds
447,Puerto Ayacucho,5.6639,-67.6236,82.18,71,55,9.89,VE,12/13/2021 1:37,broken clouds
448,Baykit,61.67,96.37,-25.85,99,41,1.88,RU,12/13/2021 1:37,scattered clouds
449,Saint-Augustin,51.226,-58.6502,27.01,62,95,26.62,CA,12/13/2021 1:37,overcast clouds
450,Gillette,44.2911,-105.5022,39.02,60,1,18.01,US,12/13/2021 1:37,clear sky
451,Bogashevo,56.3683,85.1447,-1.03,78,75,6.71,RU,12/13/2021 1:37,light shower snow
452,Sabang,5.8933,95.3214,82.17,73,31,18.86,ID,12/13/2021 1:37,scattered clouds
453,Shelburne,44.0787,-80.2041,37.29,75,15,20.65,CA,12/13/2021 1:37,few clouds
454,Asau,46.4333,26.4,37.76,83,100,2.59,RO,12/13/2021 1:37,overcast clouds
455,Ballia,25.7557,84.1503,58.23,52,0,2.33,IN,12/13/2021 1:37,clear sky
456,Geraldton,-28.7667,114.6,73.81,46,0,6.91,AU,12/13/2021 1:37,clear sky
457,Berlevag,70.8578,29.0864,25.57,89,77,14.5,NO,12/13/2021 1:38,broken clouds
458,Kununurra,-15.7667,128.7333,98.58,39,95,10.36,AU,12/13/2021 1:38,overcast clouds
459,Herat,34.5,62,36.14,74,0,7.49,AF,12/13/2021 1:38,clear sky
460,Gold Coast,-28,153.4333,84.16,66,40,5.01,AU,12/13/2021 1:38,scattered clouds
461,Mangai,-4.05,19.5333,69.49,97,100,1.05,CD,12/13/2021 1:38,overcast clouds
462,Ulagan,50.6321,87.9563,16.56,96,100,0.72,RU,12/13/2021 1:38,light snow
463,Verkhnevilyuysk,63.4453,120.3167,-18.58,97,100,5.84,RU,12/13/2021 1:38,overcast clouds
464,Pataias,39.6698,-8.9958,56.55,78,8,6.89,PT,12/13/2021 1:38,clear sky
465,Puyang,29.4603,119.8861,48.06,68,52,5.19,CN,12/13/2021 1:38,broken clouds
466,Omsukchan,62.5333,155.8,-5.08,97,100,8.93,RU,12/13/2021 1:38,overcast clouds
467,Masuguru,-11.3667,38.4167,72.07,92,76,2.21,TZ,12/13/2021 1:38,broken clouds
468,Kloulklubed,7.0419,134.2556,84.7,79,41,13.22,PW,12/13/2021 1:38,scattered clouds
469,Qui Nhon,13.7667,109.2333,74.55,86,97,20.89,VN,12/13/2021 1:38,overcast clouds
470,Denpasar,-8.65,115.2167,83.86,83,40,6.91,ID,12/13/2021 1:34,scattered clouds
471,Namibe,-15.1961,12.1522,69.96,81,100,4.99,AO,12/13/2021 1:38,overcast clouds
472,Nabire,-3.3667,135.4833,84.6,68,100,4.43,ID,12/13/2021 1:38,overcast clouds
473,Alofi,-19.0595,-169.9187,78.69,83,4,5.75,NU,12/13/2021 1:38,clear sky
474,Thinadhoo,0.5333,72.9333,80.94,75,100,8.72,MV,12/13/2021 1:38,overcast clouds
475,Krompachy,48.9145,20.8751,33.75,93,100,5.17,SK,12/13/2021 1:38,overcast clouds
476,Goderich,43.7501,-81.7165,43.12,61,51,26.46,CA,12/13/2021 1:38,broken clouds
477,Sao Filipe,14.8961,-24.4956,74.97,71,100,7.92,CV,12/13/2021 1:38,overcast clouds
478,Almeirim,-1.5233,-52.5817,76.69,87,100,3.8,BR,12/13/2021 1:38,light rain
479,North Platte,41.1239,-100.7654,45.37,42,1,1.01,US,12/13/2021 1:35,clear sky
480,Bayevo,53.2833,80.7667,2.21,96,100,8.37,RU,12/13/2021 1:38,overcast clouds
481,Xudat,41.631,48.681,42.78,81,37,5.68,AZ,12/13/2021 1:38,scattered clouds
482,Melo,-32.3667,-54.1833,69.46,75,80,11.5,UY,12/13/2021 1:38,broken clouds
483,Hearst,49.6835,-83.6665,32.25,88,70,8.97,CA,12/13/2021 1:38,broken clouds
484,Uspenka,48.3903,39.1619,32.63,60,100,15.66,UA,12/13/2021 1:38,overcast clouds
485,Bonavista,48.6499,-53.1147,41.11,70,98,30.31,CA,12/13/2021 1:38,overcast clouds
486,Hay River,60.8156,-115.7999,-4.02,77,40,6.91,CA,12/13/2021 1:38,scattered clouds
487,Hobyo,5.3505,48.5268,77.97,80,24,20.71,SO,12/13/2021 1:38,few clouds
488,Bonthe,7.5264,-12.505,78.71,86,7,6.26,SL,12/13/2021 1:38,light rain
489,Ponta Do Sol,32.6667,-17.1,64.71,78,28,0.98,PT,12/13/2021 1:38,scattered clouds
490,Yarada,17.65,83.2667,73.72,78,40,3.44,IN,12/13/2021 1:38,mist
491,Ixtapa,20.7,-105.2,78.03,78,75,5.75,MX,12/13/2021 1:38,broken clouds
492,Goundam,16.4145,-3.6708,72.73,13,79,8.41,ML,12/13/2021 1:38,broken clouds
493,Kaitangata,-46.2817,169.8464,61.93,64,59,7.09,NZ,12/13/2021 1:38,broken clouds
494,Stawell,-37.05,142.7667,90.84,16,79,11.05,AU,12/13/2021 1:38,light rain
495,Koumac,-20.5667,164.2833,76.87,91,100,7.49,NC,12/13/2021 1:38,moderate rain
496,Kokopo,-4.352,152.2633,85.51,68,100,6.89,PG,12/13/2021 1:38,light rain
497,Inverell,-29.7833,151.1167,80.67,45,0,4,AU,12/13/2021 1:38,clear sky
498,Nemuro,43.3236,145.575,32.43,58,57,31.61,JP,12/13/2021 1:38,broken clouds
499,Janauba,-15.8025,-43.3089,72.14,90,100,2.89,BR,12/13/2021 1:38,overcast clouds
500,Freeport,40.6576,-73.5832,44.96,52,1,5.99,US,12/13/2021 1:33,clear sky
501,Lusaka,-15.4067,28.2871,73.18,36,28,10.31,ZM,12/13/2021 1:38,scattered clouds
502,Skjervoy,70.0311,20.9714,35.37,99,100,8.19,NO,12/13/2021 1:38,light rain
503,Sorong,-0.8833,131.25,82.53,80,100,2.1,ID,12/13/2021 1:36,moderate rain
504,Vestmanna,62.1564,-7.1664,36.52,93,90,9.22,FO,12/13/2021 1:38,overcast clouds
505,Chicama,-7.8447,-79.1469,63.14,79,79,5.01,PE,12/13/2021 1:39,broken clouds
506,Wasilla,61.5814,-149.4394,7.75,71,1,3.44,US,12/13/2021 1:39,clear sky
507,Richards Bay,-28.783,32.0377,75.2,71,100,6.73,ZA,12/13/2021 1:39,overcast clouds
508,Acajutla,13.5928,-89.8275,78.93,79,19,4.74,SV,12/13/2021 1:39,few clouds
509,Korhogo,9.45,-5.6333,73.15,26,43,2.71,CI,12/13/2021 1:39,scattered clouds
510,Sitges,41.2351,1.8119,53.1,86,12,4.56,ES,12/13/2021 1:39,few clouds
511,Hambantota,6.1241,81.1185,75.54,100,20,3.44,LK,12/13/2021 1:39,few clouds
512,Coahuayana,18.7333,-103.6833,81.88,91,5,2.06,MX,12/13/2021 1:39,clear sky
513,Amalapuram,16.5833,82.0167,77.38,78,100,8.03,IN,12/13/2021 1:39,overcast clouds
514,Inawashiro,37.5667,140.1167,35.76,83,90,23.73,JP,12/13/2021 1:39,light rain
515,Acarau,-2.8856,-40.12,80.42,81,88,16.84,BR,12/13/2021 1:39,overcast clouds
516,Pierre,44.3683,-100.351,38.32,71,1,12.66,US,12/13/2021 1:39,clear sky
517,Puerto Escondido,15.85,-97.0667,81.43,69,20,3.44,MX,12/13/2021 1:36,few clouds
518,Labuhan,-6.8844,112.2051,84.67,69,41,9.66,ID,12/13/2021 1:39,scattered clouds
519,Lewisporte,49.2499,-55.0482,35.31,70,96,19.01,CA,12/13/2021 1:39,overcast clouds
520,Abha,18.2164,42.5053,44.42,49,0,0,SA,12/13/2021 1:39,clear sky
521,Umea,63.8284,20.2597,33.73,93,90,3.44,SE,12/13/2021 1:36,light snow
522,Mersing,2.4312,103.8405,75.11,94,40,5.75,MY,12/13/2021 1:39,light rain
523,Parkersburg,39.2667,-81.5615,32.13,83,9,4.25,US,12/13/2021 1:39,clear sky
524,Ulaangom,49.9811,92.0667,-4.56,90,100,3.15,MN,12/13/2021 1:39,overcast clouds
525,Lazaro Cardenas,17.9583,-102.2,77.97,83,3,2.04,MX,12/13/2021 1:39,clear sky
526,Barabinsk,55.3571,78.357,10.74,95,100,9.06,RU,12/13/2021 1:39,overcast clouds
527,Rabo De Peixe,37.8,-25.5833,55.27,92,20,6.91,PT,12/13/2021 1:39,few clouds
528,Erdenet,49.0333,104.0833,10.76,47,6,5.1,MN,12/13/2021 1:39,clear sky
529,Tanta,30.7885,31.0019,58.86,78,100,4.88,EG,12/13/2021 1:37,overcast clouds
530,Pirgos,35.1167,25.7178,57.61,71,3,10.16,GR,12/13/2021 1:39,clear sky
531,Gizo,-8.103,156.8419,85.82,70,25,7.99,SB,12/13/2021 1:39,scattered clouds
532,Adrar,20.5022,-10.0711,64.54,17,59,9.93,MR,12/13/2021 1:39,broken clouds
533,Kamen,51.6,7.6667,49.75,95,90,3,DE,12/13/2021 1:39,overcast clouds
534,Iquitos,-3.7481,-73.2472,80.64,89,0,2.3,PE,12/13/2021 1:39,clear sky
535,Nanyang,32.9947,112.5328,43.5,56,5,3.24,CN,12/13/2021 1:39,clear sky
536,Komsomolskiy,40.4272,71.7189,35.02,64,100,4.61,UZ,12/13/2021 1:39,haze
537,Kalengwa,-13.4659,25.0027,71.06,58,100,3.27,ZM,12/13/2021 1:39,overcast clouds
538,Zdunska Wola,51.5992,18.9397,25.25,94,53,1.99,PL,12/13/2021 1:39,broken clouds
539,Kuala Terengganu,5.3302,103.1408,78.75,89,40,3.44,MY,12/13/2021 1:39,scattered clouds
540,Resistencia,-27.4606,-58.9839,80.58,70,0,9.22,AR,12/13/2021 1:38,light rain
541,Kharp,66.8014,65.8081,-2.67,99,16,4.92,RU,12/13/2021 1:39,few clouds
542,Lebork,54.5392,17.7501,36.91,83,100,4.43,PL,12/13/2021 1:38,overcast clouds
543,Biloela,-24.4167,150.5,87.64,35,6,12.26,AU,12/13/2021 1:40,clear sky
544,Bandarbeyla,9.4942,50.8122,75.79,77,8,20.2,SO,12/13/2021 1:40,clear sky
545,Sirsa,29.5333,75.0167,53.31,41,97,4.92,IN,12/13/2021 1:40,overcast clouds
546,Marienburg,54.0359,19.0266,30.88,95,76,5.86,PL,12/13/2021 1:40,broken clouds
547,Mbanza-Ngungu,-5.25,14.8667,67.21,95,100,2.15,CD,12/13/2021 1:40,overcast clouds
